DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
28-Aug-2023,EQ,"23.40","23.50","23.25","22.40","23.50","23.50","23.48","23.50","6.60",192627964,"4,52,22,48,345.45",73529
25-Aug-2023,EQ,"21.65","22.55","21.55","21.50","22.55","22.40","22.11","22.85","6.60",166449370,"3,68,02,94,570.10",125526
24-Aug-2023,EQ,"22.75","22.85","21.25","21.85","21.55","21.50","22.32","22.85","6.60",269657749,"6,01,88,93,836.90",171887
23-Aug-2023,EQ,"21.00","21.85","21.00","20.85","21.85","21.85","21.70","21.85","6.60",204874807,"4,44,49,92,810.80",74643
22-Aug-2023,EQ,"19.95","20.85","19.95","19.90","20.85","20.85","20.67","21.25","6.60",189624524,"3,92,00,38,779.40",72490
21-Aug-2023,EQ,"20.10","20.15","19.80","19.80","19.90","19.90","19.97","21.25","6.60",71793107,"1,43,34,69,951.80",62551
18-Aug-2023,EQ,"19.80","20.05","19.50","19.70","19.80","19.80","19.74","21.25","6.60",70016385,"1,38,23,29,803.85",51557
17-Aug-2023,EQ,"19.85","20.00","19.40","20.25","19.70","19.70","19.67","21.25","6.60",130822363,"2,57,36,77,336.15",77005
16-Aug-2023,EQ,"20.05","20.50","20.05","20.05","20.30","20.25","20.26","21.25","6.60",66006572,"1,33,71,83,369.05",59249
14-Aug-2023,EQ,"19.55","20.20","19.30","20.20","20.00","20.05","19.77","21.25","6.60",110526997,"2,18,48,37,633.85",72419
11-Aug-2023,EQ,"20.75","21.25","19.80","20.45","20.15","20.20","20.40","21.25","6.60",193133275,"3,94,08,38,382.30",114981
10-Aug-2023,EQ,"19.95","20.45","19.90","19.50","20.45","20.45","20.35","20.80","6.60",198521194,"4,03,92,26,902.25",70605
09-Aug-2023,EQ,"18.95","19.50","18.90","18.60","19.50","19.50","19.41","20.80","6.60",204669757,"3,97,33,07,761.50",63351
08-Aug-2023,EQ,"18.65","18.95","18.35","18.65","18.80","18.60","18.66","20.80","6.60",107177129,"1,99,94,08,341.45",50149
07-Aug-2023,EQ,"18.60","19.00","18.25","18.40","18.60","18.65","18.60","20.80","6.60",119709706,"2,22,70,31,775.75",66634
04-Aug-2023,EQ,"18.00","18.80","18.00","17.95","18.50","18.40","18.62","20.80","6.55",241151653,"4,49,07,19,292.55",77168
03-Aug-2023,EQ,"18.45","18.45","17.70","18.50","17.95","17.95","18.02","20.80","6.55",122802683,"2,21,28,11,253.50",75368
02-Aug-2023,EQ,"19.35","19.35","18.35","19.30","18.35","18.50","18.70","20.80","6.55",229699866,"4,29,62,48,415.20",100760
01-Aug-2023,EQ,"19.55","19.85","19.10","18.95","19.25","19.30","19.47","20.80","6.55",167771796,"3,26,67,92,585.25",84077
31-Jul-2023,EQ,"18.20","18.95","18.05","18.05","18.95","18.95","18.55","20.80","6.55",123353716,"2,28,78,74,908.25",64751
28-Jul-2023,EQ,"17.80","18.25","17.70","17.85","18.00","18.05","18.03","20.80","5.90",97658422,"1,76,10,31,294.55",68291
27-Jul-2023,EQ,"17.65","18.40","17.45","18.05","17.85","17.85","17.79","20.80","5.90",250669150,"4,45,90,00,542.75",138962
26-Jul-2023,EQ,"18.05","18.05","18.05","19.00","18.05","18.05","18.05","20.80","5.90",41086178,"74,16,05,512.90",49053
25-Jul-2023,EQ,"20.25","20.80","19.00","20.00","19.00","19.00","19.87","20.80","5.90",276540698,"5,49,41,32,217.70",142263
24-Jul-2023,EQ,"20.55","20.55","19.20","19.60","20.05","20.00","20.28","20.55","5.90",517944819,"10,50,46,53,272.50",226382
21-Jul-2023,EQ,"19.25","19.60","19.10","18.70","19.60","19.60","19.50","19.60","5.90",86292023,"1,68,25,29,843.25",32153
20-Jul-2023,EQ,"17.95","18.70","17.85","17.85","18.70","18.70","18.52","18.70","5.90",242575898,"4,49,23,41,177.05",76052
19-Jul-2023,EQ,"18.00","18.10","17.80","17.90","17.90","17.85","17.92","18.55","5.90",48709437,"87,26,44,718.65",43365
18-Jul-2023,EQ,"18.30","18.30","17.80","18.20","17.95","17.90","17.97","18.55","5.90",89012544,"1,59,94,79,057.15",59314
17-Jul-2023,EQ,"18.25","18.45","18.10","17.70","18.25","18.20","18.28","18.55","5.90",129569292,"2,36,80,55,149.50",81822
14-Jul-2023,EQ,"17.65","17.90","17.30","17.55","17.65","17.70","17.57","18.55","5.90",81517693,"1,43,24,41,549.50",57428
13-Jul-2023,EQ,"18.15","18.35","17.45","18.00","17.60","17.55","17.85","18.55","5.90",149133001,"2,66,25,11,188.40",87179
12-Jul-2023,EQ,"18.00","18.55","17.60","17.95","18.00","18.00","18.10","18.55","5.90",201949606,"3,65,58,90,028.95",103991
11-Jul-2023,EQ,"17.50","18.20","17.05","17.35","17.90","17.95","17.97","18.45","5.90",369539889,"6,64,06,47,546.45",130796
10-Jul-2023,EQ,"18.05","18.10","17.20","17.85","17.40","17.35","17.51","18.45","5.90",142507601,"2,49,60,20,100.30",111350
07-Jul-2023,EQ,"17.55","18.30","17.45","17.65","17.80","17.85","18.00","18.45","5.90",267551084,"4,81,65,67,941.10",131845
06-Jul-2023,EQ,"16.80","17.95","16.65","17.40","17.65","17.65","17.19","18.45","5.90",415023310,"7,13,48,88,885.90",152754
05-Jul-2023,EQ,"17.95","18.15","17.40","18.30","17.40","17.40","17.62","18.45","5.90",264737406,"4,66,35,57,817.15",111108
04-Jul-2023,EQ,"17.45","18.45","17.15","16.80","18.45","18.30","17.90","18.45","5.90",701973517,"12,56,25,29,260.30",329263
03-Jul-2023,EQ,"15.75","16.80","15.75","15.30","16.80","16.80","16.51","16.80","5.90",389920926,"6,43,67,44,940.80",130317
30-Jun-2023,EQ,"15.05","15.65","14.95","14.75","15.30","15.30","15.30","15.75","5.90",260744421,"3,99,02,60,704.85",111778
28-Jun-2023,EQ,"14.20","15.00","14.20","14.10","14.80","14.75","14.72","15.75","5.90",204357357,"3,00,85,25,543.45",85426
27-Jun-2023,EQ,"14.05","14.40","14.00","14.00","14.10","14.10","14.19","15.75","5.90",81222094,"1,15,28,23,635.70",39894
26-Jun-2023,EQ,"13.95","14.25","13.65","13.85","13.95","14.00","14.00","15.75","5.90",93075149,"1,30,26,13,623.15",52363
23-Jun-2023,EQ,"13.60","14.15","13.25","13.60","13.90","13.85","13.74","15.75","5.90",133077725,"1,82,89,69,240.80",57950
22-Jun-2023,EQ,"14.05","14.10","13.30","14.00","13.60","13.60","13.62","15.75","5.90",150787608,"2,05,41,25,388.75",84760
21-Jun-2023,EQ,"14.30","14.55","13.85","14.25","14.10","14.00","14.19","15.75","5.90",134315767,"1,90,58,38,155.65",61706
20-Jun-2023,EQ,"14.65","14.70","13.65","14.55","14.25","14.25","14.15","15.75","5.90",196840707,"2,78,59,88,585.25",95277
19-Jun-2023,EQ,"14.95","15.05","14.25","14.75","14.50","14.55","14.61","15.75","5.90",163607569,"2,39,10,00,862.10",92348
16-Jun-2023,EQ,"14.55","15.15","14.55","14.45","14.70","14.75","14.89","15.75","5.90",282491085,"4,20,53,90,874.60",106852
15-Jun-2023,EQ,"14.40","14.60","14.00","14.40","14.50","14.45","14.33","15.75","5.90",178864927,"2,56,38,31,063.30",83277
14-Jun-2023,EQ,"15.25","15.35","14.15","15.10","14.40","14.40","14.56","15.75","5.90",222177502,"3,23,50,99,102.75",122841
13-Jun-2023,EQ,"15.40","15.75","14.75","15.30","15.10","15.10","15.23","15.75","5.90",390548184,"5,94,79,82,707.70",195421
12-Jun-2023,EQ,"14.15","15.40","14.10","14.00","15.40","15.30","14.91","15.40","5.90",461323199,"6,87,86,78,276.90",230886
09-Jun-2023,EQ,"13.50","14.20","13.30","13.35","14.00","14.00","13.83","14.60","5.90",293778902,"4,06,44,11,374.85",131954
08-Jun-2023,EQ,"14.20","14.20","13.20","14.45","13.45","13.35","13.62","14.60","5.90",522427881,"7,11,32,56,690.25",221390
07-Jun-2023,EQ,"12.55","14.60","12.50","12.20","14.35","14.45","13.82","14.60","5.90",1419985233,"19,62,81,29,971.00",448498
06-Jun-2023,EQ,"11.55","12.40","11.35","11.40","12.35","12.20","11.99","12.40","5.90",533178450,"6,39,16,21,876.00",180806
05-Jun-2023,EQ,"11.10","11.50","11.00","11.00","11.50","11.40","11.29","12.15","5.90",272291792,"3,07,42,69,834.25",116995
02-Jun-2023,EQ,"11.25","11.40","10.85","11.15","11.00","11.00","11.02","12.15","5.90",258642228,"2,85,00,00,825.35",98946
01-Jun-2023,EQ,"11.85","12.00","11.05","11.75","11.20","11.15","11.39","12.15","5.90",316019955,"3,59,92,52,022.50",144753
31-May-2023,EQ,"10.90","11.85","10.65","10.65","11.75","11.75","11.41","12.15","5.90",751320632,"8,57,46,81,214.45",218265
30-May-2023,EQ,"10.35","10.75","10.20","10.35","10.65","10.65","10.56","12.15","5.90",294083000,"3,10,59,11,639.40",65144
29-May-2023,EQ,"10.15","10.45","10.10","10.00","10.30","10.35","10.28","12.15","5.90",179747106,"1,84,69,71,531.25",73833
26-May-2023,EQ,"9.80","10.15","9.45","9.80","10.00","10.00","9.85","12.15","5.90",149372185,"1,47,16,46,714.70",51930
25-May-2023,EQ,"10.20","10.30","9.70","10.05","9.80","9.80","9.92","12.15","5.90",165323748,"1,64,00,26,401.20",46250
24-May-2023,EQ,"9.55","10.20","9.55","9.45","10.10","10.05","9.97","12.15","5.90",277827881,"2,77,04,89,891.90",85778
23-May-2023,EQ,"9.45","9.65","9.15","9.25","9.50","9.45","9.42","12.15","5.90",161014013,"1,51,61,80,151.20",55196
22-May-2023,EQ,"8.60","9.60","8.50","8.50","9.40","9.25","9.10","12.15","5.90",317257961,"2,88,75,49,581.70",68621
19-May-2023,EQ,"8.60","8.65","8.35","8.50","8.55","8.50","8.47","12.15","5.90",58371953,"49,46,17,184.65",15676
18-May-2023,EQ,"8.85","9.00","8.40","8.65","8.45","8.50","8.68","12.15","5.90",133866221,"1,16,19,43,630.45",35099
17-May-2023,EQ,"8.25","8.80","8.20","8.20","8.80","8.65","8.51","12.15","5.90",137647805,"1,17,08,96,556.80",27833
16-May-2023,EQ,"8.25","8.35","8.20","8.25","8.25","8.20","8.25","12.15","5.90",25372907,"20,92,94,876.05",15349
15-May-2023,EQ,"8.25","8.35","8.20","8.25","8.25","8.25","8.28","12.15","5.90",51475490,"42,62,38,130.55",18442
12-May-2023,EQ,"8.40","8.40","8.20","8.35","8.25","8.25","8.30","12.15","5.90",32986632,"27,37,08,361.75",15919
11-May-2023,EQ,"8.40","8.50","8.30","8.35","8.35","8.35","8.39","12.15","5.90",35885308,"30,12,48,110.00",14291
10-May-2023,EQ,"8.40","8.45","8.20","8.40","8.40","8.35","8.34","12.15","5.90",45546501,"37,97,57,605.55",16028
09-May-2023,EQ,"8.60","8.80","8.30","8.55","8.35","8.40","8.56","12.15","5.90",83194488,"71,18,24,151.25",21915
08-May-2023,EQ,"8.70","8.80","8.45","8.65","8.60","8.55","8.56","12.15","5.90",70124868,"60,02,65,822.05",27186
05-May-2023,EQ,"8.65","8.90","8.50","8.60","8.65","8.65","8.69","12.15","5.90",122285005,"1,06,21,60,582.40",33356
04-May-2023,EQ,"8.20","8.70","8.20","8.10","8.65","8.60","8.47","12.15","5.90",197115631,"1,66,92,01,556.00",38219
03-May-2023,EQ,"8.10","8.30","8.00","8.10","8.15","8.10","8.16","12.15","5.90",58132884,"47,42,23,550.00",23080
02-May-2023,EQ,"8.35","8.40","7.90","8.30","8.10","8.10","8.16","12.15","5.90",91311768,"74,47,16,374.50",37266
28-Apr-2023,EQ,"8.25","8.45","8.15","8.20","8.35","8.30","8.30","12.15","5.90",57266827,"47,55,17,246.40",19971
27-Apr-2023,EQ,"8.20","8.25","8.10","8.20","8.25","8.20","8.17","12.15","5.90",45358977,"37,04,45,818.35",23793
26-Apr-2023,EQ,"8.25","8.75","8.10","8.15","8.20","8.20","8.42","12.15","5.90",140422847,"1,18,24,75,347.65",29460
25-Apr-2023,EQ,"7.95","8.30","7.90","7.95","8.30","8.15","8.08","12.15","5.90",82252903,"66,43,27,603.60",16691
24-Apr-2023,EQ,"8.00","8.10","7.90","7.95","8.00","7.95","7.98","12.15","5.90",31696681,"25,29,59,587.90",13128
21-Apr-2023,EQ,"8.00","8.05","7.95","7.95","8.00","7.95","7.98","12.15","5.90",12324483,"9,82,94,124.60",11585
20-Apr-2023,EQ,"8.05","8.10","7.95","8.00","7.95","7.95","8.01","12.15","5.90",18933562,"15,17,12,438.95",14199
19-Apr-2023,EQ,"8.00","8.15","7.95","8.05","8.00","8.00","8.02","12.15","5.90",36980183,"29,67,54,709.45",18112
18-Apr-2023,EQ,"8.15","8.20","8.00","8.15","8.05","8.05","8.09","12.15","5.90",39250925,"31,73,62,610.00",14922
17-Apr-2023,EQ,"8.00","8.20","7.95","8.05","8.10","8.15","8.09","12.15","5.90",45874702,"37,11,97,102.70",21472
13-Apr-2023,EQ,"8.15","8.25","8.00","8.10","8.05","8.05","8.10","12.20","5.90",49318062,"39,97,18,611.35",17377
12-Apr-2023,EQ,"8.15","8.25","8.05","8.15","8.15","8.10","8.14","12.20","5.90",37352480,"30,42,26,051.00",16593
11-Apr-2023,EQ,"8.10","8.35","8.00","8.05","8.20","8.15","8.21","12.20","5.90",44136206,"36,21,65,086.50",15848
10-Apr-2023,EQ,"8.20","8.20","8.00","8.15","8.10","8.05","8.06","12.20","5.90",22032132,"17,75,86,485.70",14957
06-Apr-2023,EQ,"8.15","8.30","8.05","8.10","8.15","8.15","8.19","12.35","5.90",32437850,"26,56,03,889.10",15187
05-Apr-2023,EQ,"8.15","8.30","8.00","8.10","8.05","8.10","8.11","12.35","5.90",34055807,"27,62,51,315.65",19967
03-Apr-2023,EQ,"7.90","8.20","7.90","7.90","8.15","8.10","8.01","12.35","5.90",38896680,"31,16,97,709.20",19985
31-Mar-2023,EQ,"8.05","8.25","7.85","7.95","7.90","7.90","8.00","12.35","5.90",61243637,"48,96,50,657.90",29595
29-Mar-2023,EQ,"7.10","8.10","7.05","7.05","8.05","7.95","7.64","12.35","5.90",131787323,"1,00,71,70,504.50",41116
28-Mar-2023,EQ,"7.25","7.35","6.95","7.20","7.10","7.05","7.10","12.35","5.90",55049453,"39,08,64,501.65",26129
27-Mar-2023,EQ,"7.60","7.60","7.15","7.55","7.25","7.20","7.35","12.35","5.90",46753705,"34,35,83,643.60",25803
24-Mar-2023,EQ,"7.75","7.80","7.50","7.75","7.55","7.55","7.62","12.35","5.90",36581412,"27,85,81,365.40",23195
23-Mar-2023,EQ,"7.80","7.90","7.70","7.80","7.75","7.75","7.81","12.35","5.90",23864906,"18,63,98,983.75",14809
22-Mar-2023,EQ,"7.85","7.95","7.80","7.80","7.85","7.80","7.87","12.35","5.90",22956081,"18,05,69,372.35",14429
21-Mar-2023,EQ,"7.85","7.90","7.75","7.75","7.85","7.80","7.80","12.35","5.90",27594112,"21,51,35,485.20",20172
20-Mar-2023,EQ,"8.00","8.00","7.70","8.00","7.75","7.75","7.80","12.35","5.90",42986085,"33,51,42,440.10",32718
17-Mar-2023,EQ,"7.95","8.15","7.90","7.90","8.05","8.00","8.00","12.35","5.90",40883551,"32,69,35,864.05",18078
16-Mar-2023,EQ,"8.00","8.00","7.70","7.95","7.95","7.90","7.86","12.35","5.90",56722948,"44,59,01,044.30",29009
15-Mar-2023,EQ,"7.80","8.15","7.75","7.95","7.95","7.95","8.00","12.35","5.90",59556915,"47,64,79,195.90",25835
14-Mar-2023,EQ,"8.15","8.20","7.70","8.10","7.80","7.95","8.04","12.35","5.90",52110143,"41,88,48,993.30",32347
13-Mar-2023,EQ,"8.40","8.50","8.00","8.40","8.15","8.10","8.24","12.35","5.90",50754201,"41,80,12,752.00",32130
10-Mar-2023,EQ,"8.60","8.65","8.35","8.70","8.35","8.40","8.50","12.35","5.90",51783687,"44,00,82,477.40",23704
09-Mar-2023,EQ,"8.70","8.95","8.65","8.60","8.70","8.70","8.80","12.35","5.90",74757405,"65,77,05,275.15",24346
08-Mar-2023,EQ,"8.55","8.70","8.45","8.60","8.70","8.60","8.56","12.35","5.90",39328106,"33,64,96,567.95",20132
06-Mar-2023,EQ,"8.55","8.90","8.50","8.50","8.60","8.60","8.70","12.35","5.90",75423846,"65,59,73,762.60",27040
03-Mar-2023,EQ,"8.30","8.75","8.30","8.25","8.50","8.50","8.52","12.35","5.90",96295154,"82,07,87,869.35",29935
02-Mar-2023,EQ,"8.40","8.45","8.20","8.40","8.25","8.25","8.33","12.35","5.90",45131745,"37,60,05,498.15",22973
01-Mar-2023,EQ,"8.25","8.60","8.20","8.20","8.45","8.40","8.42","12.35","5.90",55018196,"46,34,36,379.00",27621
28-Feb-2023,EQ,"8.15","8.30","8.05","8.10","8.25","8.20","8.15","12.35","5.90",33919586,"27,63,02,344.15",21513
27-Feb-2023,EQ,"8.40","8.40","8.05","8.40","8.15","8.10","8.15","12.35","5.90",47631704,"38,83,13,951.65",29114
24-Feb-2023,EQ,"8.20","8.55","8.15","8.15","8.40","8.40","8.39","12.35","5.90",57101906,"47,93,26,031.10",22344
23-Feb-2023,EQ,"8.30","8.35","8.05","8.30","8.15","8.15","8.21","12.35","5.90",57513590,"47,21,32,133.95",23653
22-Feb-2023,EQ,"8.40","8.50","8.20","8.40","8.25","8.30","8.33","12.35","5.90",41332864,"34,41,79,057.10",24987
21-Feb-2023,EQ,"8.60","8.65","8.35","8.55","8.40","8.40","8.52","12.35","5.90",39042076,"33,26,04,441.05",34082
20-Feb-2023,EQ,"8.90","9.10","8.45","8.90","8.60","8.55","8.80","12.35","5.90",118491096,"1,04,25,66,133.80",38442
17-Feb-2023,EQ,"8.90","9.15","8.85","8.90","8.90","8.90","9.00","12.35","5.90",61270881,"55,14,89,830.50",19069
